21567|PB|JOAO PESSOA|2507507|24000|MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES|Administração Pública Municipal|18000/2008|1|12|2008|2008-12-01|24000|MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES|CONVENIO|08806721000103|JOAO PESSOA SECRETARIA DE FINANCAS SEFIN|58053000|AVENIDA DIOGENES CHIANCA, 1777 - AGUA  FRIA. JOAO PESSOA - PB. CEP: 58053-000|AGUA  FRIA|BANCO DO BRASIL SA|Registrada|Não Cadastrado|Proposta/Plano de Trabalho Aprovados|2008-12-31|2017-12-25|Amplia��o da infraestrutura da Esta��o Cabo Branco ? Ci�ncia, Cultura e Artes e aquisi��o de equipamentos museogr�ficos.|18907348.00|17907348.00|0.00
21932|PB|JOAO PESSOA|2507507|54000|MINISTERIO DO TURISMO|Administração Pública Municipal|18363/2008|2|12|2008|2008-12-02|54000|MINISTERIO DO TURISMO|CONTRATO DE REPASSE|08806721000103|JOAO PESSOA SECRETARIA DE FINANCAS SEFIN|58053000|AVENIDA DIOGENES CHIANCA, 1777 - AGUA  FRIA. JOAO PESSOA - PB. CEP: 58053-000|AGUA  FRIA|CAIXA ECONOMICA FEDERAL|Cadastrada|Não Cadastrado|Proposta/Plano de Trabalho em Análise|2008-12-08|2009-06-07|PAVIMENTAÇÃO E DRENAGEM DO PROLONGAMENTO DA AV. JOÃO MAURÍCIO NO BAIRRO DO BESSA, ESTACA 32 +17,00m A ESTACA 68 + 11,20m, NA CIDADE DE JOÃO PESSOA- PB|529788.00|500000.00|0.00
22560|PB|JOAO PESSOA|2507507|55000|MINISTERIO DO DESENVOLVIMENTO SOCIAL|Administração Pública Municipal|18976/2008|2|12|2008|2008-12-02|55000|MINISTERIO DO DESENVOLVIMENTO SOCIAL|CONVENIO|08806721000103|JOAO PESSOA SECRETARIA DE FINANCAS SEFIN|58053000|AVENIDA DIOGENES CHIANCA, 1777 - AGUA  FRIA. JOAO PESSOA - PB. CEP: 58053-000|AGUA  FRIA|BANCO DO BRASIL SA|Cadastrada|Não Cadastrado|Proposta/Plano de Trabalho Cadastrados|2009-01-02|2009-12-31|Manutenção da rede de serviços de Proteção Social Básica do município de João Pessoa, PB.|512820.51|500000.00|0.00
22578|PB|JOAO PESSOA|2507507|55000|MINISTERIO DO DESENVOLVIMENTO SOCIAL|Administração Pública Municipal|18994/2008|2|12|2008|2008-12-02|55000|MINISTERIO DO DESENVOLVIMENTO SOCIAL|CONVENIO|08806721000103|JOAO PESSOA SECRETARIA DE FINANCAS SEFIN|58053000|AVENIDA DIOGENES CHIANCA, 1777 - AGUA  FRIA. JOAO PESSOA - PB. CEP: 58053-000|AGUA  FRIA|BANCO DO BRASIL SA|Cadastrada|Não Cadastrado|Proposta/Plano de Trabalho Cadastrados|2009-01-02|2009-06-30|“ESTRUTURAÇÃO DA REDE DE SERVIÇOS DA PROTEÇÃO SOCIAL ESPECIAL” O Centro de Atividades Especiais Helena Holanda, vem realizando experiências que ofereçam melhor qualidade de vida a pessoas com deficiência, idosos, sequelados de acidente, familiares, comunidade clientela assistida pelo Centro, principalmente na questão da interação familiar. Trabalhamos com a perspectiva de apoiar para quando necessitar enfrentar situações diversas, entre elas, o não afastamento do vínculo familiar e integração social como também obter espaço no mercado de trabalho.          As oficinas são meios utilizados para obter resultados satisfatórios, na participação descobrimos habilidades, aptidões e encontramos várias alternativas que possibilitam melhor reabilitação, promovendo benefícios para os integrados e familiares como um todo.     Nas oficinas pretendemos executar o máximo de atividades práticas, realizar exposições dos trabalhos individuais observando a criatividade, empenho e participação, já que nossa proposta de reabilitar deve ser através da forma mais fácil e eficaz.      No final da execução pretendemos atingir êxito com o maior número de participantes deficientes, sequelados de acidente, idosos, familiares e profissionais, conscientizando que é possível aprender, descobrir as pontecialidades, envolvendo-os com a intenção de inserí-los no mercado de trabalho e consequentemente gerarem renda. As atividades oferecidas de forma inclusiva favorecem a auto-estima e demais benefícios, além de oportunizar a estas pessoas a participação nas oficinas significa ajudá-los no dia a dia valorizando e respeitando suas limitações e direitos além de mostrar suas potencialidades.|102564.10|100000.00|0.00
23175|PB|JOAO PESSOA|2507507|36000|MINISTERIO DA SAUDE|Administração Pública Municipal|19567/2008|3|12|2008|2008-12-03|36000|MINISTERIO DA SAUDE|CONVENIO|08806721000103|JOAO PESSOA SECRETARIA DE FINANCAS SEFIN|58053000|AVENIDA DIOGENES CHIANCA, 1777 - AGUA  FRIA. JOAO PESSOA - PB. CEP: 58053-000|AGUA  FRIA|BANCO DO BRASIL SA|Cadastrada|Não Cadastrado|Proposta/Plano de Trabalho Cadastrados|2009-01-02|2009-12-31|"Formação de especialistas em Política e Gestão de Cuidado em Saúde que atuam na rede de serviços própria da Secretaria Municipal de Saúde de João Pessoa na Paraíba.  Objetivando instrumentalizar a equipe gestora na formatação de objeto de Política e Gestão de Cuidado em Saúde, considerando a produção social num território de sujeitos da ação sobre necessidades, utilizando tecnologias, em especial a do trabalho vivo em ato desenvolver metodologia problematizadora no campo de práticas do cuidado, da gestão e das redes sociais em saúde, partindo da vivência de envolvidos em aprendizagem no trabalho operacionalizar a busca de informações e construção de ferramentas para apoio aos processos de cuidado integral, humanizado e de qualidade, desde o lugar de equipe gestora da SMS-JP oferecer à equipe gestora instrumental teórico metodológico para potencializar a articulação entre os diversos dispositivos constituintes do Projeto Político da Secretria Municipal de Saúde de João Pessoa-PB."|570097.00|541592.15|0.00
23271|PB|JOAO PESSOA|2507507|36000|MINISTERIO DA SAUDE|Administração Pública Municipal|19646/2008|3|12|2008|2008-12-03|36000|MINISTERIO DA SAUDE|CONVENIO|08806721000103|JOAO PESSOA SECRETARIA DE FINANCAS SEFIN|58053000|AVENIDA DIOGENES CHIANCA, 1777 - AGUA  FRIA. JOAO PESSOA - PB. CEP: 58053-000|AGUA  FRIA|BANCO DO BRASIL SA|Cadastrada|Não Cadastrado|Proposta/Plano de Trabalho Cadastrados|2008-12-31|2009-12-31|"Formação de especialistas em Política e Gestão de Cuidado em Saúde que atuam na rede de serviços própria da Secretaria Municipal de Saúde de João Pessoa na Paraíba. Específicos instrumentalizar equipe gestora na formatação de objeto de Política e Gestão de Cuidado em Saúde, considerando a produção social num território de sujeitos da ação sobre necessidades utilizando tecnologias, em especial a do trabalho vivo em ato desenvolver metodologia problematizadora no campo de práticas do cuidado, da gestão e das redes sociais em saúde, partindo da vivência de envolvidos em aprendizagem no trabalho operacionalizar a busca de informações e construção de ferramentas para apoio aos processos de cuidado integral, humanizado e de qualidade, desde o lugar de equipe gestora da SMS- JP  oferecer à equipe gestora instrumental teórico metodológico para potencializar a articulação entre os diversos dispositivos constituintes do Projeto Político da Secretaria Municipal de Saúde de João Pessoa - PB."|570097.00|541592.15|0.00
24053|PB|JOAO PESSOA|2507507|24000|MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES|Administração Pública Municipal|20370/2008|4|12|2008|2008-12-04|24000|MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES|CONVENIO|08806721000103|JOAO PESSOA SECRETARIA DE FINANCAS SEFIN|58053000|AVENIDA DIOGENES CHIANCA, 1777 - AGUA  FRIA. JOAO PESSOA - PB. CEP: 58053-000|AGUA  FRIA|BANCO DO BRASIL SA|Cadastrada|Não Cadastrado|Proposta/Plano de Trabalho em Análise|2008-12-08|2009-12-07|Ampliar o Programa Municipal de Inclusão Digital para a Cidadania com a implantação de mais 20 Telecentros de Informação e Educação na cidade de João Pessoa, sob a responsabilidade da SECITEC.|961301.20|797880.00|0.00
66992|PB|JOAO PESSOA|2507507|42000|MINISTERIO DA CULTURA|Administração Pública Municipal|30503/2009|22|5|2009|2009-05-22|42000|MINISTERIO DA CULTURA|CONVENIO|08778326000156|MUNICIPIO DE JOAO PESSOA|58010970|PRA A PEDRO AMERICO, 70 - CENTRO. JOAO PESSOA - PB. CEP: 58010-970|CENTRO|BANCO DO BRASIL SA|Cadastrada|Não Cadastrado|Proposta/Plano de Trabalho Cadastrados|2009-06-16|2010-05-21|INSERIR O OBEJTO|100000.00|90000.00|0.00
25373|PB|JOAO PESSOA|2507507|24000|MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES|Administração Pública Municipal|21345/2008|5|12|2008|2008-12-05|24000|MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES|CONVENIO|08806721000103|JOAO PESSOA SECRETARIA DE FINANCAS SEFIN|58053000|AVENIDA DIOGENES CHIANCA, 1777 - AGUA  FRIA. JOAO PESSOA - PB. CEP: 58053-000|AGUA  FRIA|BANCO DO BRASIL SA|Cadastrada|Não Cadastrado|Proposta/Plano de Trabalho em Análise|2008-12-08|2009-12-07|A Escola de Artesanato de João Pessoa - Centro Vocacional Tecnológico, tendo como sua principal razão de existência à inclusão social, visa o aprimoramento da formação de nossos artesãos, tanto no que tange ao desenvolvimento de suas habilidades como proporcionar-lhes superar as atuais deficiências, particularmente no que tange os aspectos de design, custos e comercialização, com o aporte de novos conhecimentos em temas críticos para a maioria deles, tais como: custos de produção, noções básicas de marketing (design, canais de comercialização, vendas, embalagens, etc.).|1426625.26|1269696.49|0.00
25549|PB|JOAO PESSOA|2507507|58000|MINISTÉRIO DA PESCA E AQUICULTURA|Administração Pública Municipal|21482/2008|5|12|2008|2008-12-05|58000|MINISTÉRIO DA PESCA E AQUICULTURA|CONVENIO|08806721000103|JOAO PESSOA SECRETARIA DE FINANCAS SEFIN|58053000|AVENIDA DIOGENES CHIANCA, 1777 - AGUA  FRIA. JOAO PESSOA - PB. CEP: 58053-000|AGUA  FRIA|BANCO DO BRASIL SA|Cadastrada|Não Cadastrado|Proposta/Plano de Trabalho Cadastrados|2009-09-02|2009-10-02|"Objetivo Geral Implantar projeto piloto de alfabetização e elevação da escolaridade no município de João Pessoa/PB, visando a construção de uma política de educação envolvendo os (as) pescadores (as) profissionais artesanais, oportunizando a esses trabalhadores excluídos do sistema formal de ensino a alfabetização e escolarização em Ensino Fundamental na modalidade de Educação de Jovens e Adultos, utilizando metodologias voltadas para as especificidades da pesca e integrado educação cidadã e à qualificação profissional. \tOBJETIVOS ESPECÍFICOS .Garantir a alfabetização e educação fundamental integrada a educação cidadã e à qualificação profissional de jovens e adultos pescadores (as) profissionais artesanais  .Promover a formação Inicial e Continuada de educadores (as) que atuarão na promoção da educação nas comunidades pesqueiras   •\tAmpliar o conhecimento crítico dos pescadores e despertá-los para a valorização da educação como meio de desenvolvimento social e pessoal   •\tContribuir para o exercício pleno da cidadania e a valorização do pescador jovem e adulto, através da capacitação   •\tProporcionar aos pescadores o aumento da auto-estima e fortalecimento da confiança em sua capacidade de aprendizagem   •\tContribuir para a melhoria da qualidade de vida dos pescadores através da elevação da escolaridade."|168052.80|101380.00|0.00
