393169|2016|1|VALOR EMPENHADO REF. A AQUISICAO DE MATERIAL MEDICO  HOSPITALAR PERFURUCORTANTES, PARA ATENDER A MAC - LACEN, CONF. CONTRATO NO 10.504/2016, PREGAO ELETRONICO NO 10.036/2016, ATA DE REGISTRO DE PRECOS NO 10.098/2016 EM ANEXO.|5400.00|1.00|\N|2016-08-10|00738|5400.00|2016-08-02
392658|2016|1|VALOR EMPENHADO REF. A AJUDA PECUNIARIA (R$ 1.500,00) E ALIMENTACAO (R$ 500,00), PARA A PROFISSIONAL DO PROGRAMA MAIS MEDICOS DO MINISTERIO DA SAUDE, CONF. MEMO No 197/2016, PLANILHA  E PARECER TECNICO EM ANEXO. PROC. 10.360/2016|2000.00|1.00|\N|2016-07-06|00112|2000.00|2016-06-30
130316|2016|1|VALOR EMPENHADO REFERENTE A FOLHA DE PAGAMENTO DOS EFETIVOS DO SERVIDOR DO MES DE OUTUBRO/2016 DA SECRETARIA MUNICIIPAL DE SAUDE, CONFORME RELATORIO.(DOCUMENTO EM ANEXO).|8200643.04|1.00|unid|2016-10-31|00067|8200643.04|2016-10-27
80154|2016|2|VALOR EMPENHADO PARA FAZER FACE AO PAGAMENTO OS SERVICOS DE COPIAS, ESCANEAMENTOS, PLOTAGENS. COPIA DE PROJETO PRETO.|6.00|42.21|Mts|2016-08-31|00734|253.26|2016-08-31
142189|2016|1|VALOR QUE ORA EMPENHAMOS REFERE-SE A DESPESA COM AUXILIO FINANCEIRO A PESSOA FISICA QUE SE ENCONTRA EM SITUACAO DE VULNERABILIDADE SOCIAL E QUE DE ACORDO COM A O PERFIL SOCIOECONOMICO, FOI CONSTATADO QUE O MESMO NAO DISPOE DE CONDICOES FINANCEIRAS PARA PROVER SUA MORADIA, CONFORME PARECER SOCIAL DA DIPOP DESTA SECRETARIA, REF. AOS MESES DE JULHO A DEZEMBRO/2016.|200.00|6.00|mes|2016-07-13|00280|1200.00|2016-07-13
391658|2016|1|VALOR EMPENHADO REFERE-SE AO TERMO DE CONTRATO PARA AQUISIÇÃO DE INSUMOS DE LABORATORIO  PARA ATENDER A REDE MUNICIPAL DE SAÚDE, PARA ATENDER: HMSI - MAC, CONFORME CONTRATO Nº 10.387/2016, PREGÃO PRESENCIAL Nº 10002/2015, EM ANEXO.|63909.04|1.00|\N|2016-04-27|00006|63909.04|2016-04-11
394717|2016|1|VALOR EMPENHADO REF. AO PAGAMENTO DOS PRESTADORES DE SERVICOS PARTICIPA SUS, REL. AO MES DE DEZEMBRO/2016, CONF. MEMO No 948/2016, EM ANEXO.|2250.00|1.00|\N|2016-12-28|00112|2250.00|2016-12-26
141130|2016|1|VALOR QUE ORA EMPENHAMOS REFER-SE A DEPESA COM AUXILIO FINANCEIRO A PESSOA FISICA QUE SE ENCONTRA EM SITUACAO DE VULNERABILIDADE SOCIAL E QUE DE ACORDO COM A O PERFIL SOCIOECONOMICO, FOI CONSTATADO QUE O MESMO NAO DISPOE DE CONDICOES FINANCEIRAS PARA PROVER SUA MORADIA, CONFORME PARECER SOCIAL DA DIPOP DESTA SECRETARIA, REF. AOS MESES DE JANEIRO A JUNHO/2016.|200.00|6.00|mes|2016-03-07|00280|1200.00|2016-01-11
40065|2016|1|VALOR EMPENHADO REFERENTE A FOLHA DE PAGAMENTO DOS COMISSIONADOS, ELETIVO E AG.POLITICO DO SERVIDOR DO MES DE AGOSTO/2016 DA SECRETARIA DE GESTAO GOVERNAMENTAL E ARTICULACAO POLITICA, CONFORME RELATORIO.(DOCUMENTO EM ANEXO).|51128.48|1.00|unid|2016-09-01|00067|51128.48|2016-08-31
180330|2016|1|VALOR EMPENHADO REFERENTE A FOLHA DE PAGAMENTO DOS COMISSIONADOS, ELETIVO E AG.POLITICO DO SERVIDOR DO MES DE DEZEMBRO/2016 DA SECRETARIA MUNICIPAL DE PROTECAO E DEFESA DO CONSUMIDOR, CONFORME RELATORIO.(DOCUMENTO EM ANEXO).|55298.88|1.00|unid|2016-12-29|00067|55298.88|2016-12-28
392316|2016|1|EMPENHO PARCIAL DA DESPESA COM LOCAÇÃO DO IMOVEL CONSTANTE NO CONTRATO Nº 223/2007, ADITIVO Nº 013/2015, IMOVEL LOCALIZADO NA RUA AGRICULTOR SEVERINO E. DE SOUZA, S/N BAIRRO DAS INDUSTRIAS, O QUAL SERA DESTINADO A INSTALAÇAO DA EQUIPE DO PROGRAMA SAUDE DA FAMILIA - PSF DO DISTRITO I - USF - SITIO MUMBABA.|2765.58|1.00|\N|2016-06-07|00738|2765.58|2016-05-30
100614|2016|1|VALOR EMPENHADO REFERENTE A MEDICAO NO 07 AO OBJETO DA LICITACAO NA MODALIDADE CONCORRENCIA PUBLICA NO 07.001/2015/SEINFRA CUJO OBJETO E A  MANUTENCAO, AMPLIACAO E REFORMA DE ESCOLAS E CREIS E ANEXOS DA SEDEC, CONFORME CONTRATO NO 07.014/2015/SEDEC - LOTE 01- DAS ESCOLAS: ANITATRIGUEIRO, ANTONIO SANTOS COELHO, FREI AFONSO, MONSENHOR JOAO COUTINHO, RODRIGO OTAVIO, NAZINHA BARBOSA, RUY CARNEIRO, SERAFRICO DA NOBREGA,  UBIRAJARA PINTO, JOSE BARROS MOREIRA, CHICO XAVIER, VIOLETA FORMIGA, LUIS AUGUSTO, HUGO MOURA, FREI ALBINO, FRANCISCA MOURA E ANGELO NOTARE - CREIS: ANTONIETA ARANHA, ANTONIO VARANDAS, ASSIS TAVARES, CREUZA PIRES, DONA TANA, FREI AFONSO, JOAO TOTA, JOSE DE CARVALHO, ODUVALDO BATISTA E VICENTE CHAVES. OUTROS PREDIOS: ESTACAO CABO BRANCO E TEATRO EDNALDO DO EGYPTO.|783771.44|1.00|Und|2016-08-17|00239|783771.44|2016-08-12
50229|2016|2|O VALOR EMPENHADO REFERE-SE A PASSAGEM AEREA UTILIZADA PELA PROCURADORIA-GERAL DO MUNICIPIO DE JOAO PESSOA PARA TRATAR DE ASSUNTOS PERTINENTES A ESTE ORGAO, DE ACORDO COM AS FATURAS DE NUMEROS 4032228 E 4032225. ESTANDO OS DOCUMENTOS NECESSARIOS EM ANEXO.|2989.88|1.00|und|2016-11-22|00621|2989.88|2016-11-22
142137|2016|1|VALOR QUE ORA EMPENHAMOS REFERE-SE A DESPESA COM AUXILIO FINANCEIRO A PESSOA FISICA QUE SE ENCONTRA EM SITUACAO DE VULNERABILIDADE SOCIAL E QUE DE ACORDO COM A O PERFIL SOCIOECONOMICO, FOI CONSTATADO QUE O MESMO NAO DISPOE DE CONDICOES FINANCEIRAS PARA PROVER SUA MORADIA, CONFORME PARECER SOCIAL DA DIPOP DESTA SECRETARIA, REF. AOS MESES DE JULHO A DEZEMBRO/2016.|200.00|6.00|mes|2016-07-13|00559|1200.00|2016-07-13
270153|2016|1|VALOR REFERENTE A FATURA DE SERVICOS OI PARA ESTE INSTITUTO DE PREVIDENCIA, CONFORME COMPROVACOES ANEXAS AO PROCESSO ADMINISTRATIVO 3795/2016.|569.21|1.00|\N|2016-04-11|00762|569.21|2016-03-30
394002|2016|1|EMPENHO FINAL DA DESPESA COM LOCACAO DO IMOVEL CONSTANTE NO CONTRATO No 044/2012, ADITIVO No 05/2015, CONFORME PARECER DA G.A.F./SMS, EM ANEXO. PROC. 02.481/2016|1582.23|1.00|\N|2016-10-06|00112|1582.23|2016-09-30
394598|2016|1|VALOR EMPENHADO REF. AO EXAME: CINTILOGRAFIA (PCI - I 131) COM THYROGEN COD. ANVISA: 170560061 - MARCA: BAYER, PARA ATENDER A USUARIA: KASSANDRA MARIA FERREIRA DA SILVA, CONF. DECISAO JUDICIAL, ACAO No  0834761-22.2015.8.15.2001, ORCAMENTOS, MAPA COMPARATIVO, PARECER JURIDICO No 627/2016/AJUR/SMS,  PARECER TECNICO E AUTORIZACAO DE EMPENHO EM ANEXO. PROC. 21.166/2015|5500.00|1.00|SERV|2016-12-16|00112|5500.00|2016-12-13
392832|2016|1|EMPENHO PARCIAL DA DESPESA CONTIDA NO CONTRATO DE No 10.363/2016, PARA PROCEDIMENTOS DE DENSITOMETRIA OSSEA, PARA ATENDER AS NECESSIDADES DO MUNICIPIO DE JOAO PESSOA E DA POPULACAO DOS MUNICIPIOS PACTUADOS -  MAC - REDE CONVENIADA/SUPLEMENTAR DE SERV. MEDIA ALTA COMPLEXIDADE - (SIA/AIH/SUS), CONF. PARECER DA G.A.F./SMS, EM ANEXO. INEXIGIBILIDADE No 10.007/2015, CHAMAMENTO PUBLICO No 10.006/2015|13775.01|1.00|\N|2016-07-20|00112|13775.01|2016-07-18
140113|2016|1|VALOR QUE ORA EMPENHAMOS REFER-SE A DEPESA COM AUXILIO FINANCEIRO A PESSOA FISICA QUE SE ENCONTRA EM SITUACAO DE VULNERABILIDADE SOCIAL E QUE DE ACORDO COM A O PERFIL SOCIOECONOMICO, FOI CONSTATADO QUE O MESMO NAO DISPOE DE CONDICOES FINANCEIRAS PARA PROVER SUA MORADIA, CONFORME PARECER SOCIAL DA DIPOP DESTA SECRETARIA, REF. AOS MESES DE JANEIRO A JUNHO/2016.|200.00|6.00|MES|2016-03-02|00280|1200.00|2016-01-04
142141|2016|1|VALOR QUE ORA EMPENHAMOS REFERE-SE A DESPESA COM AUXILIO FINANCEIRO A PESSOA FISICA QUE SE ENCONTRA EM SITUACAO DE VULNERABILIDADE SOCIAL E QUE DE ACORDO COM A O PERFIL SOCIOECONOMICO, FOI CONSTATADO QUE O MESMO NAO DISPOE DE CONDICOES FINANCEIRAS PARA PROVER SUA MORADIA, CONFORME PARECER SOCIAL DA DIPOP DESTA SECRETARIA, REF. AOS MESES DE JULHO A DEZEMBRO/2016.|200.00|6.00|mes|2016-07-13|00559|1200.00|2016-07-13
60049|2016|21|O VALOR EMPENHADO REFERE-SE A AQUISICAO DE MATERIAL DE CONSTRUCAO DESTINADO AO DEMAN/SEAD, DE ACORDO COM O OFICIO NO. 012/2016, ORDEM DE COMPRA NO. 002/2016, PREGAO NO. 04-051/2015 E DOCUMENTOS ANEXOS. 1290912159 - LUMINARIA ALETADA P/ LAMPADA FLUORESCENTE 1 X 20W (COMPLETA). MARCA:TOSCHIBA.|398.00|10.00|UND|2016-03-10|00585|3980.00|2016-01-27
142976|2016|1|O VALOR EMPENHADO REFERE-SE AO PAGAMENTO DA LOCACAO DO IMOVEL, DESTINADO AO FUNCIONAMENTO DO CREAS, SOB A RESPONSABILIDADE DA SEDES, DE ACORDO COM O CONTRATO NO  04-142/2012,  DISPENSA NO 042/2012, ADITIVO NO. 04, COM VIGENCIA  DE 06/08/2016 A 05/08/2017, COM O VALOR MENSAL DE  R$ 1.724,63,  CONFORME DOCUMENTOS ANEXOS.|8393.19|1.00|UND|2016-08-30|00585|8393.19|2016-08-30
220244|2016|1|VALOR EMPENHADO REFERENTE ALUGUEL DE PONTO DE APOIO NO PERIODO DE JANEIRO A MAIO DE 2016.|1750.00|1.00|1|2016-05-11|00057|1750.00|2016-05-04
140842|2016|1|O VALOR QUE ORA EMPENHAMOS PARA FAZER FACE A DESPESA DE ACORDO COMA LEI MUNICIPAL DE NO 11.608/12/2008 - PROGRAMA MUNICIPAL BOLSA UNIVERSIDADE - PMJPUNI, ADMINISTRADO PELA SEDES - ATRAVES DO PROGRAMA BOLSA FAMILIA. REF. AOS MESES JANEIRO A JUNHO/2016.|58.66|6.00|MES|2016-03-04|00559|351.96|2016-01-11
130267|2016|1|VALOR EMPENHADO CORRESPONDENTE AO PAGTO DE 1/3 (UM TERCO) DE FERIAS DO PERIODO AQUISITIVO DE 2012/2013, QUE PRESTAVA SERVICOS NA SAUDE, CONFORME REQUERIMENTO DE NO 265/2016.|344.45|1.00|1|2016-08-24|00010|344.45|2016-08-24
394832|2016|1|VALOR EMPENHADO REFERE - SE AO EXAME ECOENDOSCOPIA COM PUNCAO BIOPSIA ECO GUIADA DA LESAO PANCREATICA, PARA ATENDER A USUARIA: MARIA JOSE MENDONCA DA SILVA, CONF. MANDADO JUDICIAL, PROC. No 0857581-98.2016.8.15.2001, OFICIO No 348/2016, ORCAMENTO, MAPA COMPARATIVO, ORDEM DE COMPRA E PARECER TECNICO EM ANEXO.|5700.00|1.00|\N|2017-01-10|00738|5700.00|2016-12-29
60118|2016|32|1100112000 - LÁPIS MARCA TEXTO VERDE. MARCA:JOCAR.|0.96|20.00|UND|2016-04-27|00585|19.20|2016-04-08
390303|2016|1|EMPENHO ESTIMATIVO PARA ATENDER DESPESAS COM SERVICOS DE AGUA/ESGOTO,DAS UNIDADES BASICA DE SAUDE/ACADEMIAS SAUDE,  CONF. MEMO NO 011/2016/GAF, EM ANEXO. PROC. 01.403/2016|720000.00|1.00|\N|2016-03-04|00738|720000.00|2016-01-04
140211|2016|1|VALOR QUE ORA EMPENHAMOS REFER-SE A DEPESA COM AUXILIO FINANCEIRO A PESSOA FISICA QUE SE ENCONTRA EM SITUACAO DE VULNERABILIDADE SOCIAL E QUE DE ACORDO COM A O PERFIL SOCIOECONOMICO, FOI CONSTATADO QUE O MESMO NAO DISPOE DE CONDICOES FINANCEIRAS PARA PROVER SUA MORADIA, CONFORME PARECER SOCIAL DA DIPOP DESTA SECRETARIA, REF. AOS MESES DE JANEIRO A JUNHO/2016.|200.00|6.00|MES|2016-03-02|00280|1200.00|2016-01-04
50080|2016|1|O valor empenhado refere-se ao pagamento de precatório para o Tribunal de Justiça do Estado da Paraíba, conforme Resolução nº001/2016, referente ao mês de ABRIL/2016.Estando os documentos necessários anexados ao processo.|1653396.28|1.00|1|2016-05-10|00621|1653396.28|2016-04-29
