2018|1|46|FUNDO MUNICIPAL DOS DIREITOS DA MULHER|1990990000|OUTRAS RECEITAS|RECURSOS DIRETAMENTE ARRECADADOS|24000.00|2018-02-02|0|Previsao de Receita
2018|1|6|IPM|1210040201|CONTRIBUIÇÃO DO SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL|RECEITAS DO FUNDO PREVIDENCIÁRIO CAPITALIZADO - FUNPREV|12350000.00|2018-02-02|0|Previsao de Receita
2018|1|34|FUNDO MUNICIPAL DO MEIO - AMBIENTE|1122010101|TAXAS PELA PRESTAÇÃO DE SERVIÇOS - PRINCIPAL|RECURSOS DIRETAMENTE ARRECADADOS|100000.00|2018-02-02|0|Previsao de Receita
2018|1|6|IPM|1210040401|CONTRIBUIÇÃO DOS PENSIONISTAS CIVIS PARA O RPPS - PRINCIPAL|RECEITAS DO FUNDO PREVIDENCIÁRIO  FINANCEIRO - FUNFIN|66822.87|2018-02-02|0|Arrecadacao de Receita
2018|1|34|FUNDO MUNICIPAL DO MEIO - AMBIENTE|1121040101|TAXA DE CONTROLE E FISCALIZAÇÃO AMBIENTAL - PRINCIPAL|RECURSOS DIRETAMENTE ARRECADADOS|818000.00|2018-02-02|0|Previsao de Receita
2018|1|1|PMJP|1922990101|OUTRAS RESTITUIÇÕES - PRINCIPAL|RECURSOS ORDINÁRIOS|200000.00|2018-02-02|0|Previsao de Receita
2018|1|34|FUNDO MUNICIPAL DO MEIO - AMBIENTE|1321000101|REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL|RECURSOS DIRETAMENTE ARRECADADOS|95000.00|2018-02-02|0|Previsao de Receita
2018|1|6|IPM|7210040101|CONTRIBUIÇÃO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL (FUNFIN)|RECEITAS DO FUNDO PREVIDENCIÁRIO  FINANCEIRO - FUNFIN|45500000.00|2018-02-02|0|Previsao de Receita
2018|1|6|IPM|1321000401|REMUNERAÇÃO DOS RECURSOS DO REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS - PRINCIPAL|RECEITAS DO FUNDO PREVIDENCIÁRIO CAPITALIZADO - FUNPREV|10000000.00|2018-02-02|0|Previsao de Receita
2018|1|1|PMJP|1758010101|TRANSFERÊNCIAS DE RECURSOS DO FUNDO DE MANUTENÇÃO E DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA E DE VALORIZAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO – FUNDEB - PRINCIPAL|RECURSOS DO FUNDEB|11288466.63|2018-02-02|0|Arrecadacao de Receita
2018|1|42|SEMOB|1321000101|REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL|RECURSOS DIRETAMENTE ARRECADADOS|11299.60|2018-02-02|0|Arrecadacao de Receita
2018|2|14|FMDCA|1990990000|OUTRAS RECEITAS|RECURSOS DIRETAMENTE ARRECADADOS|250.00|2018-02-10|0|Arrecadacao de Receita
2018|1|13|FMS|1718150001|TETO FINANCEIRO - MAC|SISTEMA ÚNICO DE SAÚDE - SUS|256042208.00|2018-02-02|0|Previsao de Receita
2018|1|13|FMS|1718230001|VIGILÂNCIA SANITÁRIA|SISTEMA ÚNICO DE SAÚDE - SUS|1315030.00|2018-02-02|0|Previsao de Receita
2018|1|6|IPM|1310020101|CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS - PRINCIPAL|RECEITAS DO FUNDO PREVIDENCIÁRIO CAPITALIZADO - FUNPREV|9871.88|2018-02-02|0|Arrecadacao de Receita
2018|1|6|IPM|1210040000|CONTRIBUIÇÃO DO SERVIDOR ATIVO CIVIL PARA O RPPS-MULTA E JUROS|RECEITAS DO FUNDO PREVIDENCIÁRIO CAPITALIZADO - FUNPREV|25000.00|2018-02-02|0|Previsao de Receita
2018|2|1|PMJP|1118020303|IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA|RECURSOS ORDINÁRIOS|10356.57|2018-02-10|0|Arrecadacao de Receita
2018|1|6|IPM|1321000401|REMUNERAÇÃO DOS RECURSOS DO REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS - PRINCIPAL|RECEITAS DO FUNDO PREVIDENCIÁRIO CAPITALIZADO - FUNPREV|2062800.07|2018-02-02|0|Arrecadacao de Receita
2018|1|42|SEMOB|1990990000|OUTRAS RECEITAS|RECURSOS DIRETAMENTE ARRECADADOS|3000.00|2018-02-02|0|Previsao de Receita
2018|2|1|PMJP|1113030101|IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PRINCIPAL|RECURSOS ORDINÁRIOS|820341.82|2018-02-10|0|Arrecadacao de Receita
2018|1|33|FUNDO MUNICIPAL DE APOIO AOS PEQUENOS NEGÓCIOS|1990990101|OUTRAS RECEITAS - PRIMÁRIAS - PRINCIPAL|RECURSOS DIRETAMENTE ARRECADADOS|2300000.00|2018-02-02|0|Previsao de Receita
2018|2|6|IPM|1210040201|CONTRIBUIÇÃO DO SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL|RECEITAS DO FUNDO PREVIDENCIÁRIO CAPITALIZADO - FUNPREV|23190.62|2018-02-10|0|Arrecadacao de Receita
2018|1|1|PMJP|1728010401|COTA-PARTE DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMÍNIO ECONÔMICO - PRINCIPAL|TRANSFERÊNCIAS DO ESTADO - CIDE|3000000.00|2018-02-02|0|Previsao de Receita
