2011|1|1|PMJP|2475000000|TRANSFERÊNCIA DE CONVÊNIOS DO EXTERIOR|TRANSFERÊNCIA DE CONVÊNIOS DO EXTERIOR - RECURSOS FIRMADOS COM INSTITUIÇÕES INTERNACIONAIS|4000200.00|2011-01-31|0|Previsao de Receita
2011|11|1|PMJP|1722010500|COTA - PARTE DO FUNDO ESPECIAL FE-PETROBRAS|RECURSOS ORDINÁRIOS|326540.24|2013-02-04|0|Arrecadacao de Receita
2011|10|1|PMJP|1911380000|MULTAS E JUROS DE MORA DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRIT. URBANA - IPTU|RECURSOS ORDINÁRIOS|364446.28|2011-10-21|0|Previsao de Receita
2011|8|1|PMJP|1121100000|TAXA DE LICENÇA DE SAÚDE|RECURSOS ORDINÁRIOS|6879.56|2013-02-04|0|Arrecadacao de Receita
2011|3|24|FMAS|1761000000|TRANSFERÊNCIAS DE CONVÊNIOS - RECURSOS DA UNIÃO|TRANSF. DE CONVÊNIOS - REC UNIÃO ADM. INDIRETA E FUNDOS|602772.95|2013-02-04|0|Arrecadacao de Receita
2011|6|35|FUNDO MUNICIPAL  DE URBANIZAÇÃO - FUNDURB|1121990000|OUTRAS TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA|RECURSOS DIRETAMENTE ARRECADADOS|1042222.29|2013-02-04|0|Arrecadacao de Receita
2011|12|1|PMJP|1724020100|TRANSFERENCIAS DE RECURSOS DA COMPLEMENTAÇÃO DA UNIÃO AO FUNDO DE MANUTENÇAO E DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA E DE VALORIZAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO - FUNDEB|RECURSOS DO FUNDEB|1784480.53|2013-02-04|0|Arrecadacao de Receita
2011|12|6|IPM|1210460000|COMPENSAÇÕES PREVIDENCIÁRIA ENTRE O REGIME GERAL E OS REGIMES PRÓPRIOS DA PREVIDÊNCIA DOS SERVIDORES|RECURSOS DIRETAMENTE ARRECADADOS|813832.23|2013-02-04|0|Arrecadacao de Receita
2011|7|35|FUNDO MUNICIPAL  DE URBANIZAÇÃO - FUNDURB|1121990000|OUTRAS TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA|RECURSOS DIRETAMENTE ARRECADADOS|464027.20|2013-02-04|0|Arrecadacao de Receita
2011|5|6|IPM|1210290900|CONTRIBUIÇÃO DO SERVIDOR INATIVO CIVIL|RECURSOS DIRETAMENTE ARRECADADOS|61222.61|2013-02-04|0|Arrecadacao de Receita
2011|9|8|STTRANS|1122050000|OUTRAS TAXAS|RECURSOS DIRETAMENTE ARRECADADOS|9656.62|2013-02-04|0|Arrecadacao de Receita
2011|3|1|PMJP|1721360100|TRANSFERENCIA FINANCEIRA DA LEI COMPLEMENTAR 87/96|RECURSOS ORDINÁRIOS|38148.82|2013-02-04|0|Arrecadacao de Receita
2011|5|8|STTRANS|1122060000|TAXA DE VISTORIA|RECURSOS DIRETAMENTE ARRECADADOS|406.62|2013-02-04|0|Arrecadacao de Receita
2011|9|13|FMS|1911350000|MULTAS E JUROS DE MORA DA TAXA DE FISCALIZAÇÃO E VIGILÂNCIA SANITÁRIA|RECURSOS DIRETAMENTE ARRECADADOS|1560.00|2013-02-04|0|Arrecadacao de Receita
2011|5|1|PMJP|1325010200|REMUNERACAO DE DEPOSITOS BANCARIOS - RECEITA DE APLICAÇÃO FINANCEIRA - RECURSOS DO FUNDEB|RECURSOS ORDINÁRIOS|223848.17|2013-02-04|0|Arrecadacao de Receita
2011|7|1|PMJP|1932000000|RECEITA DA DÍVIDA ATIVA NÃO TRIBUTÁRIA|RECURSOS ORDINÁRIOS|38750.99|2013-02-04|0|Arrecadacao de Receita
2011|6|1|PMJP|1121100000|TAXA DE LICENÇA DE SAÚDE|RECURSOS ORDINÁRIOS|4197.28|2013-02-04|0|Arrecadacao de Receita
2011|9|1|PMJP|9721010200|DEDUÇÕES DA RECEITA PARA FORMAÇÃO DO FUNDEB - FPM|RECURSOS ORDINÁRIOS|3242065.06|2013-02-04|0|Arrecadacao de Receita
2011|1|1|PMJP|1721099900|DEMAIS TRANSFERENCIAS DA UNIAO|RECURSOS ORDINÁRIOS|10830927.00|2011-01-31|0|Previsao de Receita
2011|1|24|FMAS|1762010000|TRANSFERENCIAS DE CONVÊNIOS - REC. DO ESTADO|TRANSF. DE CONVÊNIOS - REC. DO ESTADO - ADM. INDIRETA E FUNDOS|210000.00|2011-01-31|0|Previsao de Receita
2011|1|13|FMS|1722330000|TRANSFERÊNCIA DE RECURSOS DO ESTADO PARA PROGRAMAS DE SAÚDE|TRANSF. DE RECURSO DO ESTADO PARA PROGRAMA DE SAÚDE|2878100.00|2011-01-31|0|Previsao de Receita
2011|11|1|PMJP|1122020000|TAXA DE COLETA DE RESÍDUOS|RECURSOS ORDINÁRIOS|262617.40|2013-02-04|0|Arrecadacao de Receita
2011|6|1|PMJP|2210000000|ALIENAÇÃO DE BENS MÓVEIS|RECURSOS ORDINÁRIOS|50232.80|2013-02-04|0|Arrecadacao de Receita
2011|1|2|EMLUR|2471000000|TRANSF.DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES|TRANSF. DE CONVÊNIOS - REC UNIÃO ADM. INDIRETA E FUNDOS|834300.00|2011-01-31|0|Previsao de Receita
2011|12|6|IPM|7210290100|CONTRIBUIÇÃO PATRONAL DE SERV. ATIVO CIVIL INTRA-ORÇAMENTÁRIAS|RECURSOS DIRETAMENTE ARRECADADOS|3709211.84|2013-02-04|0|Arrecadacao de Receita
2011|12|1|PMJP|1121010000|TAXA PELA LOCALIZAÇÃO E ESTABELECIMENTO|RECURSOS ORDINÁRIOS|55723.93|2013-02-04|0|Arrecadacao de Receita
2011|1|1|PMJP|1762010000|TRANSFERENCIAS DE CONVÊNIOS - REC. DO ESTADO|TRANSF DE CONVENIO - REC DO ESTADO|3746650.00|2011-01-31|0|Previsao de Receita
2011|1|8|STTRANS|1122030002|TAXA DE EXPEDIENTE|RECURSOS DIRETAMENTE ARRECADADOS|3410.90|2013-02-04|0|Arrecadacao de Receita
2011|8|8|STTRANS|1331010000|RECEITAS DE CONCESSÕES E PERMISSÕES - SERVIÇOS DE TRANSPORTE|RECURSOS DIRETAMENTE ARRECADADOS|32146.58|2013-02-04|0|Arrecadacao de Receita
2011|1|8|STTRANS|1122060000|TAXA DE VISTORIA|RECURSOS DIRETAMENTE ARRECADADOS|60000.00|2011-01-31|0|Previsao de Receita
2011|1|2|EMLUR|1920010000|INDENIZAÇÕES E RESTITUIÇÕES|RECURSOS ORDINÁRIOS|1000.00|2011-01-31|0|Previsao de Receita
2011|6|1|PMJP|1911400000|MULTAS E JUROS DE MORA DO IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISS|RECURSOS ORDINÁRIOS|25422.82|2013-02-04|0|Arrecadacao de Receita
2011|3|1|PMJP|1721099900|DEMAIS TRANSFERENCIAS DA UNIAO|RECURSOS ORDINÁRIOS|17123.29|2013-02-04|0|Arrecadacao de Receita
2011|4|1|PMJP|1112043100|IMPOSTO DE RENDA RETIDO NAS FONTES S/OS RENDIMENTOS DO TRABALHO|RECURSOS ORDINÁRIOS|1426405.82|2013-02-04|0|Arrecadacao de Receita
2011|1|13|FMS|1990990000|OUTRAS RECEITAS|RECEITAS DIVERSA|16000.00|2011-01-31|0|Previsao de Receita
2011|3|1|PMJP|9721360100|DEDUÇÕES DA RECEITA PARA FORMAÇÃO DO FUNDEB - LEI COMPLEMENTAR 87/96|RECURSOS ORDINÁRIOS|7629.76|2013-02-04|0|Arrecadacao de Receita
2011|1|1|PMJP|1112080000|IMPOSTO SOBRE TRANSMISSÃO -"INTER VIVOS" DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS -  ITBI|RECURSOS ORDINÁRIOS|3645153.74|2013-02-04|0|Arrecadacao de Receita
2011|10|35|FUNDO MUNICIPAL  DE URBANIZAÇÃO - FUNDURB|1390010501|RENDIMENTOS DE APLICACOES FINANCEIRAS -REC. DA OUTORGA ONEROSA|RECURSOS DIRETAMENTE ARRECADADOS|243974.47|2013-02-04|0|Arrecadacao de Receita
